filename,file_id,status,raw_size_bytes,download_time_seconds,processing_time_seconds,peak_memory_mb,processed_rows,processed_size_bytes,error
sms-call-internet-mi-2013-11-23.txt,2674277,completed,317406788,8.93722244700075,11.0937915909999,286.9375,1439872,93935315,
sms-call-internet-mi-2013-11-24.txt,2674258,completed,303987293,7.19041285899948,16.781989972998417,289.32421875,1439830,93507737,
sms-call-internet-mi-2013-11-25.txt,2674262,completed,345276784,8.502985503999298,13.51725022699975,289.94921875,1439817,92534308,
sms-call-internet-mi-2013-11-26.txt,2674270,completed,352033486,7.9009430300011445,13.482039730000906,289.96875,1439610,92699542,
sms-call-internet-mi-2013-11-27.txt,2674274,completed,349777785,7.765538969000772,13.126286420001634,290.63671875,1439817,92745345,
sms-call-internet-mi-2013-11-28.txt,2674278,completed,350899256,7.681086869000865,13.306883312001446,290.7109375,1439739,92851440,
sms-call-internet-mi-2013-11-29.txt,2674264,completed,351607243,8.320585654999377,13.901319522001359,290.4765625,1439550,92832463,
sms-call-internet-mi-2013-11-30.txt,2674275,completed,311422116,7.657581001998551,11.081888344999243,290.71484375,1439540,93707803,
sms-call-internet-mi-2013-12-01.txt,2674292,completed,298715145,62.897719247997884,10.675501938003435,291.1796875,1439342,93357861,
sms-call-internet-mi-2013-12-02.txt,2674287,completed,341919663,7.345665214998007,12.939240183000948,290.5625,1439537,92274174,
sms-call-internet-mi-2013-12-03.txt,2674294,completed,353947238,9.018787753997458,13.19055594800011,292.609375,1439327,92738963,
sms-call-internet-mi-2013-12-04.txt,2674307,completed,352032545,7.674787775998993,13.194909892998112,291.66015625,1439408,92746842,
sms-call-internet-mi-2013-12-05.txt,2674291,completed,353519447,11.95185703199968,13.092057555000792,291.13671875,1439287,92896894,
sms-call-internet-mi-2013-12-06.txt,2674295,completed,354028475,10.242491699998936,13.26757127000019,292.984375,1439286,92819993,
sms-call-internet-mi-2013-12-07.txt,2674301,completed,307172220,7.380318138999428,11.139403100998607,290.87890625,1439203,93693175,
sms-call-internet-mi-2013-12-08.txt,2674311,completed,293663723,9.177553808000084,11.42763232499783,294.27734375,1439000,92932362,
sms-call-internet-mi-2013-12-09.txt,2674313,completed,338963272,8.087130987998535,12.529536680998717,292.609375,1439293,92288284,
sms-call-internet-mi-2013-12-10.txt,2674309,completed,349269739,7.767869150000479,13.744876054999622,297.65625,1439162,92400333,
sms-call-internet-mi-2013-12-11.txt,2674314,completed,351378560,8.368800688000192,13.675292824998905,291.0625,1439235,92579188,
sms-call-internet-mi-2013-12-12.txt,2674310,completed,353930588,8.521497278001334,13.546658279999974,292.26171875,1439252,92753034,
sms-call-internet-mi-2013-12-13.txt,2674315,completed,351454734,7.69758304700008,13.477858351001487,289.9921875,1439293,93012882,
sms-call-internet-mi-2013-12-14.txt,2674293,completed,310080286,7.408807102001447,11.690225384998485,292.8671875,1439212,93779890,
sms-call-internet-mi-2013-12-15.txt,2674306,completed,296653479,7.0210233830002835,11.559737625000707,295.6640625,1438921,93144295,
sms-call-internet-mi-2013-12-16.txt,2674289,completed,342672644,8.165247596996778,12.82615457599968,297.70703125,1439258,92280753,
sms-call-internet-mi-2013-12-17.txt,2674316,completed,351108029,7.908917248001671,13.305483587999333,291.80078125,1439276,92726332,
sms-call-internet-mi-2013-12-18.txt,2674312,completed,350956602,8.04455053899801,13.045197526997072,301.73046875,1439259,92800254,
sms-call-internet-mi-2013-12-19.txt,2674286,completed,356429243,7.690180420002434,13.526921258002403,294.95703125,1439277,93015707,
sms-call-internet-mi-2013-12-20.txt,2674288,completed,349357045,8.636120512997877,13.108782369003166,292.5859375,1439174,93241944,
sms-call-internet-mi-2013-12-21.txt,2674303,completed,313594501,7.590121096000075,11.171690429000591,292.8828125,1439078,93869662,
sms-call-internet-mi-2013-12-22.txt,2674308,completed,301004169,7.475839373000781,11.22326611599783,290.81640625,1438633,93423190,
sms-call-internet-mi-2013-12-23.txt,2674290,completed,326617616,7.5651139479996345,11.976607224001782,290.2109375,1439058,92781894,
sms-call-internet-mi-2013-12-24.txt,2674305,completed,328653739,7.842456615999254,12.597988282999722,290.234375,1438931,93022819,
sms-call-internet-mi-2013-12-25.txt,2674304,completed,324587326,9.353079642998637,12.185384388001694,292.87109375,1438118,93603850,
sms-call-internet-mi-2013-12-26.txt,2674298,completed,281115796,6.62530805699862,10.967469726001582,294.9453125,1437733,91561028,
sms-call-internet-mi-2013-12-27.txt,2674297,completed,303320719,7.373553102999722,11.845504227003403,292.1015625,1438605,92437195,
sms-call-internet-mi-2013-12-28.txt,2674296,completed,285311365,22.662800997000886,15.65830177099997,293.0,1438737,92763395,
sms-call-internet-mi-2013-12-29.txt,2674317,completed,277460259,6.5602424219978275,10.684485219000635,295.2890625,1438004,92304525,
sms-call-internet-mi-2013-12-30.txt,2674299,completed,300546933,6.7229326630003925,11.494293403000484,297.44140625,1438743,92366515,
sms-call-internet-mi-2013-12-31.txt,2674302,completed,324184533,7.502833679001924,12.502206617999036,292.87890625,1438736,92116179,
sms-call-internet-mi-2014-01-01.txt,2674300,completed,329510085,7.5426917650002,12.156511894001596,292.85546875,1438701,95787120,
